Station_ID,Company,Location,Availability,Charging_Type,Cost_per_kWh,Distance_km,Battery_Type,SOC_%,SOH_%,Cycle_Count,Range_km,Charging_Status,Charging_Speed_kW,Time_Remaining_min,Overcharge_Alert,Temperature_Alert,Tampering_Alert,Energy_Consumption_kWh_per_km,Motor_Usage_%,HVAC_Usage_%,Electronics_Usage_%,Battery_Temp_C,Coolant_Inlet_C,Coolant_Outlet_C,Coolant_Flow_L_min,Fan_Speed_RPM,Ambient_Temp_C,Thermal_Runaway_Risk,Error_Code
ST00140,ChargeZone,Hyderabad,Occupied,Fast,7.43,40.79,LFP,84,71,281,215,Charging,63,54,No,Low,No,0.214,58,22,18,25,37,20,4.64,3419,39,High,None
ST00141,ChargeZone,Mumbai,Available,Ordinary,8.85,27.53,Lithium-ion,83,74,670,282,Fast Charging,60,10,No,Low,No,0.194,59,9,20,25,39,23,1.89,1664,22,Low,E303
ST00142,Electrify America,Pune,Available,Fast,9.19,27.66,NMC,72,75,762,344,Charging,203,19,No,Low,No,0.21,57,13,10,21,26,21,1.89,1778,36,Medium,E303
ST00143,Tata Power,Delhi,Available,Fast,24.9,31.32,Lithium-ion,41,94,1067,490,Plugged In,139,88,Yes,Low,No,0.145,44,9,11,24,41,35,1.5,4642,39,Low,None
ST00144,Tata Power,Delhi,Occupied,Ordinary,29.8,11.14,Lithium-ion,66,100,343,251,Plugged In,141,75,Yes,High,No,0.286,59,24,9,34,29,22,4.77,2773,28,Low,E404
ST00145,Tata Power,Hyderabad,Available,Fast,8.54,7.67,LFP,32,70,650,151,Fast Charging,154,111,No,Normal,No,0.159,59,6,8,24,20,45,4.15,4312,10,Medium,None
ST00146,BP Pulse,Hyderabad,Occupied,Ordinary,26.34,47.56,Lithium-ion,81,80,106,186,Idle,154,103,Yes,Normal,No,0.171,54,22,10,54,37,38,3.49,2404,39,Low,E404
ST00147,Electrify America,Hyderabad,Available,Fast,5.73,9.03,NMC,50,73,1282,406,Charging,246,104,No,High,Yes,0.25,45,11,11,27,23,30,4.89,3640,31,Low,E303
ST00148,BP Pulse,Chennai,Occupied,Ordinary,23.75,18.63,LFP,24,72,804,391,Plugged In,72,83,Yes,High,No,0.27,50,14,17,53,30,47,1.86,1583,35,High,E101
ST00149,Tata Power,Kolkata,Occupied,Ordinary,22.07,27.87,NMC,18,76,188,486,Charging,61,96,No,Low,Yes,0.27,44,7,9,51,29,34,3.55,4752,28,Low,None
ST00150,Ionity,Pune,Available,Fast,10.43,34.05,NMC,85,96,687,289,Idle,179,56,No,High,Yes,0.231,40,12,15,36,44,33,3.08,3867,17,High,E303
ST00151,Electrify America,Ahmedabad,Occupied,Fast,5.85,36.88,LFP,92,88,890,464,Charging,98,69,No,Normal,Yes,0.217,62,17,9,48,17,27,1.62,1196,29,Medium,E404
ST00152,Fortum,Pune,Available,Ordinary,7.14,32.71,Lithium-ion,92,79,378,98,Idle,58,81,Yes,High,No,0.242,49,10,7,34,22,44,4.35,3143,34,Medium,E101
ST00153,ChargeZone,Delhi,Occupied,Ordinary,8.92,6.63,NMC,82,73,709,221,Plugged In,114,110,Yes,High,Yes,0.112,65,10,6,23,18,34,4.76,3974,38,Medium,None
ST00154,Electrify America,Delhi,Occupied,Fast,29.42,48.37,NMC,77,72,984,327,Idle,99,58,No,Normal,No,0.146,46,24,12,49,42,49,2.47,2064,41,Medium,E303
ST00155,Tata Power,Pune,Available,Ordinary,21.12,8.12,LFP,81,71,949,462,Fast Charging,187,85,Yes,High,Yes,0.154,65,10,19,31,19,34,2.24,1640,24,Medium,E101
ST00156,Fortum,Bangalore,Available,Fast,14.8,5.6,Lithium-ion,96,74,1205,199,Fast Charging,129,6,Yes,Normal,No,0.108,57,10,6,41,19,47,1.97,1586,36,High,E404
ST00157,Ionity,Delhi,Occupied,Ordinary,12.81,44.93,Lithium-ion,87,96,1393,475,Charging,169,9,No,High,Yes,0.146,66,7,15,15,31,21,4.78,3034,21,Low,E202
ST00158,ChargeZone,Ahmedabad,Available,Ordinary,19.44,37.59,Lithium-ion,27,97,554,141,Fast Charging,85,72,Yes,Normal,No,0.117,57,15,7,52,22,29,4.48,3143,18,Medium,E101
ST00159,Fortum,Hyderabad,Available,Ordinary,22.01,30.85,NMC,22,93,1183,200,Fast Charging,197,24,No,High,Yes,0.208,53,14,5,32,44,39,4.66,2298,38,Low,E303
ST00160,Tata Power,Ahmedabad,Occupied,Ordinary,29.19,34.19,LFP,92,81,1212,444,Idle,14,42,No,Low,No,0.262,45,7,9,26,25,23,3.75,2921,12,Low,E303
ST00161,Ionity,Bangalore,Occupied,Ordinary,27.53,33.66,NMC,60,78,514,144,Charging,74,62,Yes,Low,Yes,0.271,53,11,18,30,19,41,4.8,2658,18,Low,E303
ST00162,Fortum,Ahmedabad,Occupied,Ordinary,6.1,29.8,NMC,54,92,1107,73,Fast Charging,174,63,Yes,High,No,0.292,45,19,18,25,27,21,3.59,1997,27,Low,E303
ST00163,ChargeZone,Delhi,Occupied,Fast,23.1,10.85,Lithium-ion,46,99,582,215,Charging,172,80,No,High,Yes,0.209,51,13,14,19,33,25,4.8,2066,20,High,E303
ST00164,Electrify America,Hyderabad,Available,Fast,15.62,6.96,NMC,100,99,1319,263,Plugged In,220,93,Yes,Low,Yes,0.245,57,9,17,41,29,34,3.73,2298,13,Medium,None
ST00165,Tata Power,Bangalore,Available,Ordinary,5.43,7.57,LFP,45,70,1179,287,Plugged In,211,14,No,High,Yes,0.277,55,25,15,23,25,28,3.36,2976,40,Low,E303
ST00166,ChargeZone,Bangalore,Available,Fast,9.17,43.97,LFP,37,78,720,216,Idle,185,32,Yes,High,No,0.25,62,16,6,46,38,24,1.91,2638,34,High,E101
ST00167,Electrify America,Bangalore,Available,Ordinary,14.41,21.87,NMC,72,93,670,123,Charging,237,64,Yes,Low,Yes,0.194,64,6,6,32,19,40,1.64,3770,23,High,E404
ST00168,BP Pulse,Pune,Occupied,Ordinary,11.13,22.12,LFP,27,84,905,98,Fast Charging,9,55,No,Low,No,0.182,48,9,15,53,33,44,1.49,3865,10,Low,E303
ST00169,Fortum,Ahmedabad,Available,Fast,28.47,31.12,NMC,94,86,1329,102,Charging,216,96,No,Low,Yes,0.184,70,13,11,47,31,26,3.7,2447,25,Low,None
ST00170,Tata Power,Kolkata,Occupied,Fast,14.48,34.62,NMC,34,74,1143,163,Idle,113,50,Yes,High,No,0.143,42,23,6,17,22,39,3.34,1566,10,High,E101
ST00171,BP Pulse,Kolkata,Available,Ordinary,22.76,3.16,LFP,29,93,154,84,Plugged In,184,14,No,Normal,Yes,0.286,53,16,5,50,15,46,4.44,1282,25,High,E202
ST00172,Tata Power,Ahmedabad,Available,Ordinary,23.58,39.71,LFP,97,94,570,449,Idle,243,84,Yes,High,Yes,0.174,70,10,10,40,41,20,2.55,3566,40,High,E202
ST00173,Ionity,Pune,Available,Ordinary,28.63,49.47,LFP,64,80,1179,475,Idle,127,104,No,High,Yes,0.154,57,6,19,35,42,27,1.42,1621,27,High,E202
ST00174,Fortum,Kolkata,Available,Ordinary,10.67,3.5,Lithium-ion,32,86,708,144,Plugged In,130,93,Yes,Low,Yes,0.298,45,7,16,32,19,33,1.37,4985,23,Medium,E101
ST00175,Electrify America,Delhi,Available,Fast,25.81,27.82,NMC,79,75,1137,153,Charging,97,111,Yes,Normal,No,0.171,51,17,16,54,37,45,4.24,1130,33,High,E404
ST00176,BP Pulse,Bangalore,Occupied,Fast,21.25,32.34,NMC,4,80,944,307,Idle,33,66,Yes,Low,No,0.172,47,10,14,50,36,36,1.44,1003,34,Medium,E303
ST00177,ChargeZone,Ahmedabad,Available,Fast,17.05,25.53,LFP,22,95,144,421,Idle,99,109,Yes,Low,Yes,0.281,49,14,20,54,26,45,3.23,3779,38,High,E101
ST00178,ChargeZone,Delhi,Occupied,Ordinary,9.78,2.74,Lithium-ion,70,98,1221,430,Plugged In,39,72,Yes,Low,Yes,0.199,66,14,12,20,19,48,4.95,3951,42,Medium,E404
ST00179,Tata Power,Delhi,Occupied,Fast,11.42,1.21,LFP,88,74,384,413,Idle,205,84,No,Normal,No,0.216,63,20,19,27,36,50,4.69,2951,44,Medium,None
ST00180,BP Pulse,Delhi,Available,Fast,16.8,26.56,LFP,75,74,486,418,Charging,168,24,Yes,High,No,0.231,40,22,20,44,45,24,2.91,4903,41,Low,None
ST00181,Ionity,Hyderabad,Occupied,Fast,23.27,41.16,Lithium-ion,100,91,903,333,Plugged In,195,38,No,Normal,Yes,0.192,41,14,13,44,22,45,2.87,1000,26,Medium,None
ST00182,Electrify America,Delhi,Occupied,Ordinary,25.14,26.84,NMC,37,88,1242,126,Fast Charging,112,109,No,High,Yes,0.171,52,21,17,25,37,22,3.7,1822,30,Medium,E303
ST00183,Electrify America,Pune,Occupied,Fast,19.12,31.35,LFP,80,86,807,463,Fast Charging,229,111,Yes,High,No,0.156,57,10,11,42,21,38,4.3,3303,36,Low,E101
ST00184,Ionity,Kolkata,Available,Fast,5.66,38.89,LFP,32,87,853,394,Fast Charging,50,82,Yes,Normal,No,0.195,53,7,12,45,22,34,2.38,4583,12,Low,None
ST00185,Ionity,Chennai,Occupied,Ordinary,8.68,45.38,LFP,58,78,898,294,Charging,42,51,Yes,Normal,Yes,0.204,63,6,17,29,36,33,3.4,1852,18,High,None
ST00186,Ionity,Delhi,Occupied,Ordinary,7.23,1.99,LFP,99,77,1500,186,Plugged In,84,41,No,Normal,Yes,0.269,53,20,18,27,27,36,3.02,2258,25,Low,None
ST00187,ChargeZone,Pune,Available,Fast,12.89,27.78,NMC,31,76,614,178,Idle,52,117,No,Low,No,0.283,45,12,20,50,39,49,3.98,4755,15,Medium,None
ST00188,BP Pulse,Kolkata,Available,Ordinary,11.97,32.19,NMC,5,100,597,168,Idle,196,39,Yes,High,No,0.127,63,6,14,20,26,46,2.45,1560,37,Low,E101
ST00189,BP Pulse,Bangalore,Occupied,Fast,25.65,15.26,Lithium-ion,73,73,498,344,Fast Charging,246,109,No,Low,No,0.121,64,5,17,36,33,38,1.56,4724,13,High,E303
ST00190,Ionity,Bangalore,Available,Fast,27.02,11.98,Lithium-ion,90,88,1266,93,Fast Charging,153,70,No,High,No,0.173,40,8,9,27,39,31,1.06,1030,38,Medium,E101
ST00191,Fortum,Hyderabad,Available,Fast,23.17,45.2,Lithium-ion,55,98,894,82,Charging,197,113,No,Low,Yes,0.295,56,6,20,16,17,31,1.81,1640,41,High,E404
ST00192,Tata Power,Kolkata,Occupied,Ordinary,12.59,38.5,NMC,18,79,574,208,Fast Charging,84,23,No,Normal,Yes,0.249,50,16,13,34,45,25,4.42,4113,24,High,None
ST00193,ChargeZone,Chennai,Available,Ordinary,27.92,49.12,Lithium-ion,26,89,1126,199,Charging,180,48,No,Low,Yes,0.225,63,14,20,20,34,38,1.32,1200,37,High,E404
ST00194,Fortum,Hyderabad,Available,Fast,12.52,20.65,NMC,30,77,1215,79,Charging,234,22,No,High,No,0.171,56,16,18,48,40,41,4.29,1352,42,Low,E303
ST00195,Fortum,Mumbai,Occupied,Ordinary,16.81,8.54,Lithium-ion,74,76,1135,341,Fast Charging,22,10,No,Normal,No,0.2,68,24,9,41,41,47,1.75,1616,30,Medium,E202
ST00196,Tata Power,Kolkata,Occupied,Fast,28.22,14.64,NMC,92,91,750,93,Plugged In,218,44,Yes,Normal,No,0.203,50,11,5,30,28,32,2.51,1935,44,High,E101
ST00197,Fortum,Mumbai,Available,Ordinary,10.5,12.57,NMC,94,81,1211,354,Charging,108,45,No,High,No,0.159,66,13,16,18,29,38,4.9,3618,10,Low,None
ST00198,Electrify America,Ahmedabad,Occupied,Fast,14.81,43.85,LFP,67,88,1311,421,Fast Charging,136,65,Yes,High,Yes,0.264,60,25,14,49,29,39,4.36,2187,44,Low,E404
ST00199,ChargeZone,Hyderabad,Available,Ordinary,17.74,14.69,Lithium-ion,34,88,67,91,Plugged In,178,49,Yes,Normal,Yes,0.184,57,8,6,48,18,48,1.5,4857,34,Medium,None
ST00200,Tata Power,Pune,Occupied,Ordinary,27.58,0.57,Lithium-ion,4,81,1437,65,Plugged In,182,85,Yes,High,Yes,0.137,66,16,8,27,35,27,4.65,4446,23,Low,E404
ST00201,Fortum,Chennai,Available,Fast,29.58,34.77,Lithium-ion,38,95,518,149,Fast Charging,223,108,Yes,High,No,0.13,52,17,11,52,41,28,4.15,3019,25,Medium,E303
ST00202,Ionity,Delhi,Available,Fast,25.37,43.72,LFP,71,87,1400,495,Charging,12,67,Yes,Normal,Yes,0.151,64,25,7,49,31,29,1.32,4858,44,High,None
ST00203,ChargeZone,Kolkata,Occupied,Fast,10.23,37.89,LFP,18,71,578,442,Charging,17,54,No,High,Yes,0.169,65,10,18,30,26,35,4.43,2020,11,High,E202
ST00204,Electrify America,Chennai,Available,Ordinary,29.18,39.56,Lithium-ion,5,84,91,459,Idle,211,114,Yes,High,Yes,0.13,41,17,20,22,15,38,4.96,1826,37,Low,E202
ST00205,Fortum,Ahmedabad,Available,Ordinary,25.01,6.54,Lithium-ion,88,91,1087,160,Idle,186,97,Yes,Normal,Yes,0.266,41,10,6,25,19,23,3.5,1041,35,Low,None
ST00206,BP Pulse,Bangalore,Available,Fast,26.3,22.43,LFP,48,73,1145,283,Idle,21,77,No,High,Yes,0.218,46,22,12,47,34,43,4.77,4807,11,Low,E202
ST00207,Fortum,Chennai,Available,Ordinary,7.33,10.97,Lithium-ion,9,95,1252,194,Fast Charging,38,8,Yes,Low,No,0.13,59,20,13,18,34,44,4.01,3116,26,Medium,E303
ST00208,Tata Power,Hyderabad,Available,Ordinary,7.82,25.5,LFP,42,73,1449,362,Charging,215,103,No,Low,No,0.187,44,13,6,16,25,24,3.49,1394,18,High,E101
ST00209,Ionity,Mumbai,Available,Fast,15.43,49.56,NMC,8,80,1302,462,Plugged In,230,110,No,High,No,0.246,67,14,8,35,27,41,1.66,4042,13,High,E202
ST00210,ChargeZone,Pune,Available,Ordinary,7.73,15.05,LFP,71,77,1496,189,Charging,228,46,No,Low,Yes,0.203,67,6,19,26,18,48,1.26,1631,17,Medium,E101
ST00211,Fortum,Mumbai,Occupied,Ordinary,11.33,23.24,NMC,6,72,998,72,Idle,201,102,No,Normal,No,0.152,42,18,7,35,35,25,3.89,4872,25,Medium,E101
ST00212,ChargeZone,Mumbai,Occupied,Ordinary,26.27,33.45,NMC,45,71,500,59,Fast Charging,47,90,Yes,Normal,No,0.24,61,7,8,17,21,36,1.8,1539,44,High,None
ST00213,Tata Power,Kolkata,Occupied,Ordinary,18.09,16.81,LFP,84,93,889,495,Fast Charging,64,10,No,High,No,0.186,69,23,9,38,16,21,2.95,4231,20,Low,E202
ST00214,Electrify America,Kolkata,Available,Ordinary,19.67,44.79,NMC,86,85,1069,384,Charging,100,95,No,Low,Yes,0.248,60,14,17,16,30,40,3.26,1910,28,Low,E202
ST00215,Ionity,Hyderabad,Available,Fast,16.5,29.98,LFP,9,98,650,89,Plugged In,77,31,No,Low,Yes,0.187,41,16,9,47,44,24,4.48,4303,36,Medium,None
ST00216,BP Pulse,Chennai,Available,Ordinary,27.5,49.78,Lithium-ion,40,96,773,382,Charging,133,115,No,High,No,0.239,56,16,9,53,43,27,3.6,2988,34,High,E303
ST00217,Ionity,Delhi,Occupied,Ordinary,5.88,46.57,Lithium-ion,56,83,993,308,Fast Charging,133,34,No,Low,No,0.234,62,7,17,47,22,40,3.41,2197,43,High,E303
ST00218,Electrify America,Chennai,Occupied,Ordinary,24.95,19.7,Lithium-ion,21,98,543,283,Fast Charging,128,22,Yes,Normal,Yes,0.219,69,5,7,29,19,28,3.53,3237,24,Low,E303
ST00219,Tata Power,Ahmedabad,Available,Ordinary,24.93,20.59,LFP,69,75,608,456,Idle,83,10,Yes,Normal,No,0.103,56,22,9,42,42,43,3.35,4137,13,Medium,None
ST00220,Tata Power,Mumbai,Available,Fast,8.42,23.34,NMC,68,75,1263,101,Idle,42,43,No,Low,No,0.196,59,20,20,21,40,43,4.42,1735,26,Medium,None
ST00221,Fortum,Pune,Occupied,Fast,9.53,24.71,NMC,97,72,474,291,Idle,11,29,No,High,Yes,0.139,60,16,12,40,36,45,1.24,3876,15,Low,E202
ST00222,Electrify America,Kolkata,Available,Fast,29.03,33.88,LFP,74,93,1078,104,Fast Charging,231,22,No,High,Yes,0.167,64,18,11,28,26,20,4.3,1973,41,Medium,E202
ST00223,Electrify America,Bangalore,Occupied,Fast,9.03,37.09,Lithium-ion,28,95,311,275,Idle,179,21,No,High,No,0.214,55,23,18,25,28,42,3.51,4228,31,Low,E101
ST00224,BP Pulse,Delhi,Available,Fast,20.08,19.78,LFP,63,95,624,208,Plugged In,70,81,No,High,Yes,0.15,67,13,9,19,26,31,4.54,4292,14,High,E202
ST00225,ChargeZone,Pune,Occupied,Fast,11.89,42.77,NMC,35,83,753,242,Plugged In,155,54,No,Low,Yes,0.154,47,19,6,40,27,25,1.92,4129,10,High,E202
ST00226,ChargeZone,Hyderabad,Occupied,Fast,7.98,46.17,Lithium-ion,95,93,442,219,Charging,212,18,No,High,No,0.171,61,11,6,40,26,20,1.3,2347,35,Low,None
ST00227,BP Pulse,Kolkata,Occupied,Fast,27.11,35.33,Lithium-ion,5,71,1131,237,Plugged In,95,71,No,High,Yes,0.283,44,17,5,29,34,36,2.26,3868,39,Medium,E303
ST00228,BP Pulse,Ahmedabad,Occupied,Ordinary,25.61,2.66,Lithium-ion,75,73,1178,264,Plugged In,88,40,No,Normal,Yes,0.206,51,12,16,23,22,33,2.01,1994,40,Low,E101
ST00229,ChargeZone,Delhi,Available,Ordinary,9.21,20.62,NMC,69,94,1474,333,Fast Charging,216,51,Yes,Normal,Yes,0.149,65,6,5,32,22,33,3.99,2474,22,Medium,E404
ST00230,Ionity,Hyderabad,Occupied,Ordinary,16.91,35.14,Lithium-ion,27,91,266,228,Fast Charging,179,19,No,Low,Yes,0.295,66,13,10,39,24,30,1.86,2721,29,Low,E303
ST00231,Ionity,Hyderabad,Available,Fast,28.91,46.65,Lithium-ion,54,96,1314,136,Idle,9,46,Yes,Low,Yes,0.286,55,22,9,31,33,38,2.1,2375,31,Low,E303
ST00232,Electrify America,Bangalore,Occupied,Ordinary,15.7,9.34,NMC,33,79,1359,261,Fast Charging,247,101,No,Normal,Yes,0.29,66,8,18,35,37,44,3.6,3203,16,Low,None
ST00233,ChargeZone,Bangalore,Available,Fast,7.22,18.1,NMC,58,91,1040,492,Charging,13,5,No,Normal,No,0.128,50,15,5,44,29,49,4.46,2171,16,High,None
ST00234,ChargeZone,Pune,Occupied,Fast,23.39,16.92,NMC,25,98,366,427,Plugged In,56,12,No,Normal,Yes,0.103,52,11,8,34,45,45,3.15,2691,45,Medium,E202
ST00235,Tata Power,Kolkata,Available,Ordinary,25.17,10.26,NMC,55,78,96,470,Plugged In,51,19,No,High,No,0.196,46,25,6,19,38,22,4.79,1748,28,High,E303
ST00236,BP Pulse,Bangalore,Occupied,Fast,20.47,20.98,LFP,41,71,1185,69,Idle,175,94,No,Low,Yes,0.295,46,17,12,18,44,30,3.94,2331,22,High,E202
ST00237,BP Pulse,Pune,Occupied,Ordinary,8.28,4.81,Lithium-ion,60,96,235,457,Charging,113,30,Yes,Normal,Yes,0.184,40,21,13,34,24,46,3.88,1593,25,Low,E202
ST00238,BP Pulse,Chennai,Occupied,Ordinary,10.03,11.45,Lithium-ion,24,92,1420,191,Plugged In,82,63,No,Low,Yes,0.263,56,22,13,17,26,27,2.01,1125,22,Low,E303
ST00239,BP Pulse,Delhi,Available,Ordinary,22.35,4.92,Lithium-ion,91,100,595,449,Charging,78,95,Yes,High,Yes,0.21,50,12,14,15,44,36,3.24,2256,33,High,E404
ST00240,BP Pulse,Mumbai,Occupied,Fast,17.31,45.92,NMC,7,82,1139,409,Charging,81,85,Yes,High,Yes,0.251,52,12,13,27,20,44,4.3,2332,42,High,E303
ST00241,Ionity,Bangalore,Available,Fast,5.56,2.86,NMC,88,77,1191,304,Fast Charging,30,65,No,High,Yes,0.121,43,7,13,19,25,38,1.78,2978,28,Low,E101
ST00242,Electrify America,Bangalore,Occupied,Fast,16.8,3.67,Lithium-ion,36,87,291,61,Fast Charging,195,115,No,High,No,0.249,43,16,10,42,39,47,3.1,1181,31,High,None
ST00243,Ionity,Hyderabad,Occupied,Ordinary,26.78,32.46,NMC,39,100,576,415,Charging,74,36,Yes,Normal,Yes,0.154,56,24,15,21,36,44,3.23,1397,29,High,E101
ST00244,Electrify America,Ahmedabad,Occupied,Fast,21.88,16.75,Lithium-ion,7,71,519,251,Plugged In,13,36,Yes,High,No,0.113,65,25,8,42,30,50,2.61,1619,40,Low,E404
ST00245,Electrify America,Pune,Available,Fast,9.96,42.79,Lithium-ion,23,99,643,262,Charging,94,27,No,Normal,Yes,0.209,53,16,15,55,19,28,1.41,1420,31,High,None
ST00246,Electrify America,Delhi,Available,Ordinary,19.94,49.62,LFP,38,71,952,326,Idle,155,101,Yes,High,No,0.131,41,15,7,40,18,38,3.96,2315,39,High,E404
ST00247,Tata Power,Mumbai,Available,Ordinary,14.88,37.12,NMC,99,74,1267,278,Fast Charging,124,27,No,High,Yes,0.108,46,5,20,29,30,31,1.53,1476,19,Low,E404
ST00248,ChargeZone,Ahmedabad,Occupied,Ordinary,9.06,19.62,Lithium-ion,28,78,919,211,Charging,232,8,Yes,High,No,0.182,67,9,20,54,24,23,2.35,1547,33,Medium,None
ST00249,ChargeZone,Delhi,Occupied,Fast,11.19,18.36,Lithium-ion,82,90,425,116,Charging,169,78,Yes,Normal,Yes,0.199,63,20,14,17,30,40,2.55,2498,24,High,E202
ST00250,BP Pulse,Pune,Occupied,Fast,22.81,42.21,NMC,74,78,793,459,Charging,134,61,No,Normal,No,0.25,42,24,19,22,20,39,2.85,2129,30,High,E404
ST00251,ChargeZone,Ahmedabad,Available,Fast,9.25,2.85,LFP,35,81,1250,75,Fast Charging,158,8,Yes,Normal,Yes,0.135,41,17,15,54,27,39,4.15,4408,29,Low,E303
ST00252,Ionity,Hyderabad,Occupied,Ordinary,6.23,20.21,NMC,82,88,1041,481,Idle,125,120,Yes,High,No,0.184,40,15,12,24,40,30,1.56,3978,27,High,None
ST00253,BP Pulse,Pune,Available,Fast,9.11,8.58,NMC,40,90,1250,362,Charging,84,113,Yes,Normal,Yes,0.206,54,7,20,43,24,33,4.5,4961,19,Low,E101
ST00254,Ionity,Chennai,Occupied,Ordinary,29.19,46.39,NMC,4,73,661,157,Idle,186,6,No,Low,Yes,0.278,60,21,12,16,16,22,2.58,2701,43,Medium,E404
ST00255,Ionity,Hyderabad,Available,Fast,27.45,21.34,Lithium-ion,59,86,779,450,Fast Charging,8,76,No,Low,No,0.139,46,7,15,43,17,46,3.19,1146,12,Low,E202
ST00256,Tata Power,Pune,Available,Ordinary,23.5,33.3,Lithium-ion,72,93,442,500,Idle,229,12,Yes,Low,No,0.131,54,5,18,32,43,34,2.33,2057,41,Low,None
ST00257,Ionity,Mumbai,Available,Fast,14.63,38.93,Lithium-ion,6,73,1065,66,Plugged In,241,22,No,High,No,0.212,53,11,5,46,27,31,1.5,2727,29,Medium,E101
ST00258,BP Pulse,Chennai,Occupied,Fast,23.33,18.11,NMC,94,87,843,483,Charging,43,34,Yes,Normal,Yes,0.145,66,9,19,32,20,44,2.63,1027,22,Medium,E101
ST00259,Tata Power,Bangalore,Available,Fast,7.72,5.85,NMC,49,96,1000,78,Charging,250,95,No,Low,No,0.149,50,16,5,50,39,24,4.71,4228,37,Low,E101
ST00260,Electrify America,Delhi,Available,Ordinary,27.31,20.6,Lithium-ion,39,93,923,140,Plugged In,130,75,Yes,High,No,0.131,70,12,13,43,44,33,4.69,3306,11,High,E101
ST00261,Fortum,Mumbai,Occupied,Fast,16.37,27.12,NMC,5,73,1305,254,Idle,239,101,Yes,Low,No,0.284,65,22,9,42,27,22,4.14,1576,12,Low,None
ST00262,BP Pulse,Pune,Occupied,Ordinary,25.7,4.22,Lithium-ion,83,85,1083,143,Plugged In,99,57,No,Low,No,0.116,66,22,6,26,23,39,4.4,3422,22,High,E101
ST00263,Electrify America,Mumbai,Occupied,Fast,5.65,28.03,LFP,62,88,1054,384,Idle,185,111,No,High,No,0.164,68,8,16,41,20,27,2.58,2461,41,High,E101
ST00264,Fortum,Chennai,Available,Fast,9.83,27.9,LFP,9,80,760,363,Charging,138,90,Yes,High,Yes,0.291,43,7,14,20,24,26,4.42,1200,34,Low,E303
ST00265,Tata Power,Chennai,Occupied,Ordinary,10.78,42.96,LFP,24,91,166,302,Plugged In,11,89,No,High,Yes,0.232,40,13,5,39,45,23,4.89,4010,31,Medium,E404
ST00266,ChargeZone,Bangalore,Occupied,Ordinary,11.54,13.2,Lithium-ion,18,84,1313,205,Charging,131,61,No,Low,No,0.219,63,17,10,24,43,50,1.83,2431,12,Medium,E303
ST00267,BP Pulse,Delhi,Available,Ordinary,8.62,24.99,NMC,51,79,607,311,Charging,175,58,No,Low,No,0.139,41,12,7,46,22,47,1.58,3036,27,Low,None
ST00268,ChargeZone,Delhi,Available,Ordinary,22.83,25.53,Lithium-ion,34,80,680,379,Plugged In,74,56,Yes,Low,No,0.11,47,15,7,49,19,30,1.41,4804,15,Medium,E404
ST00269,Electrify America,Bangalore,Available,Fast,22.27,2.24,LFP,56,80,1154,142,Charging,12,82,No,Low,Yes,0.23,68,12,5,17,22,34,1.2,3673,37,Low,E404
ST00270,Ionity,Chennai,Occupied,Fast,29.6,10.08,NMC,64,80,1165,69,Charging,85,59,Yes,Normal,No,0.275,50,10,14,48,39,45,3.01,4750,26,High,E202
ST00271,BP Pulse,Mumbai,Available,Fast,6.64,4.48,NMC,0,72,1420,329,Fast Charging,41,20,No,Normal,No,0.297,70,21,6,44,39,36,3.5,1722,18,Medium,None
ST00272,Ionity,Bangalore,Available,Ordinary,19.77,3.32,LFP,90,96,802,480,Idle,41,116,Yes,Normal,Yes,0.156,47,15,15,55,33,44,2.3,2558,25,High,E303
ST00273,Electrify America,Bangalore,Occupied,Ordinary,22.6,2.28,LFP,63,89,1301,489,Fast Charging,50,17,No,High,Yes,0.161,54,8,10,45,41,23,3.92,4136,22,High,E303
ST00274,Ionity,Kolkata,Available,Fast,17.96,19.35,Lithium-ion,58,97,586,489,Charging,221,65,Yes,High,No,0.113,41,18,14,50,15,37,3.41,1533,41,Medium,None
ST00275,Tata Power,Mumbai,Occupied,Ordinary,28.63,14.99,NMC,35,91,1065,112,Fast Charging,213,92,Yes,Normal,No,0.116,65,17,20,25,29,44,4.78,2136,22,Medium,E404
ST00276,ChargeZone,Ahmedabad,Occupied,Ordinary,24.61,13.63,NMC,13,93,376,213,Charging,223,21,No,High,No,0.16,42,9,13,22,38,40,1.79,3018,30,Low,E404
ST00277,Ionity,Hyderabad,Occupied,Ordinary,10.69,27.36,LFP,3,79,687,452,Charging,241,56,Yes,High,No,0.239,49,6,11,54,36,30,4.55,2012,19,Low,E303
ST00278,BP Pulse,Bangalore,Occupied,Fast,12.8,1.66,NMC,90,79,61,491,Charging,178,82,Yes,Normal,No,0.29,46,7,17,47,24,36,3.8,1574,33,High,None
ST00279,Fortum,Chennai,Available,Ordinary,7.96,13.19,Lithium-ion,13,99,661,103,Charging,133,52,Yes,High,Yes,0.203,43,19,6,27,39,32,2.27,3193,25,High,E101
ST00280,Fortum,Hyderabad,Occupied,Fast,8.82,28.07,NMC,85,87,244,102,Charging,95,37,No,Normal,No,0.262,47,11,8,25,27,37,3.17,1897,43,High,E101
ST00281,Fortum,Pune,Available,Ordinary,28.61,28.47,Lithium-ion,43,100,643,336,Idle,78,61,Yes,High,No,0.129,68,18,9,17,31,45,2.73,1256,45,High,E202
